Key	Content	Handle
LLWEAPONEX_ACTIVATE_RUNEBLADE_GAS_Description	<font size='18'><font color='#65c900'>Poison Rune</font> + <font color='#7d71d9'>Air Rune</font></font><br>On attack, 50% chance to spawn or <font color='#f7ba14'>expand</font> a <font color='#65c900'>Gas Cloud</font> on the target (once per turn).<br>Adds <font color='#65c900'>Poison Damage</font> and <font color='#7d71d9'>Air Damage</font> to weapon attacks and skills.	hea27f350gec54g4206g8591g2e093df8ed55
LLWEAPONEX_ACTIVATE_RUNEBLADE_GAS_DisplayName	Gas Rune	hb723ab59ga442g4711g99d7g191f9c802164
LLWEAPONEX_ACTIVATE_RUNEBLADE_HEATBURST_Description	<font size='18'><font color='#fe6e27'>Fire Rune</font> + <font color='#7d71d9'>Air Rune</font></font><br>If an attacked target is <font color='#fe6e27'>Burning</font>, a heatburst burns enemies within [1]m.<br>If a heatburst target is already <font color='#fe6e27'>Burning</font>, the heatburst continues.<br>Adds <font color='#fe6e27'>Fire Damage</font> and <font color='#7d71d9'>Air Damage</font> to weapon attacks and skills.	hfce2d440g3c47g4b02g8d8ag7193391dd1dd
LLWEAPONEX_ACTIVATE_RUNEBLADE_HEATBURST_DisplayName	Heatburst Rune	h90fdccf2gbb5fg4b23gb29agef990ec18575
LLWEAPONEX_ACTIVATE_RUNEBLADE_ICE_Description	<font size='18'><font color='#4197e2'>Water Rune</font> x 2</font><br>Applies <font color='#4197e2'>Chilled</font> to enemies hit for 1 turn. Enemies already <font color='#4197e2'>Chilled</font> have a 20% chance to become <font color='#73f6ff'>Frozen</font>.	hd65b7915g09dfg4cb6gacfagea168fce9614
LLWEAPONEX_ACTIVATE_RUNEBLADE_ICE_DisplayName	Ice Rune	hd561f4cag5c2eg4b5dg8756g09158906c09a
LLWEAPONEX_ACTIVATE_RUNEBLADE_INFERNO_Description	<font size='18'><font color='#fe6e27'>Fire Rune</font> x 2</font><br>Applies <font color='#fe6e27'>Burning</font> to enemies hit for 1 turns, or extends the duration of <font color='#fe6e27'>Burning</font> by 1 turn per attack (4 turns max).	h8c7e5e8fgdb3cg4350g9b5egb2cf3e1051f9
LLWEAPONEX_ACTIVATE_RUNEBLADE_INFERNO_DisplayName	Inferno Rune	hbbb5c902g46afg43f2gbe91gf8192d4fa733
LLWEAPONEX_ACTIVATE_RUNEBLADE_LAVA_Description	<font size='18'><font color='#fe6e27'>Fire Rune</font> + <font color='#7f3d00'>Earth Rune</font></font><br>Enemies hit have a 60% chance to be bombarded with <font color='#FF4000'>Lava</font>, dealing <font color='#fe6e27'>Fire Damage</font>, forking up to [1] times, and creating fire surfaces.<br>Adds <font color='#fe6e27'>Fire Damage</font> and <font color='#7f3d00'>Earth Damage</font> to weapon attacks and skills.	h89add4ffg9823g402bgb037g95165fa47fa8
LLWEAPONEX_ACTIVATE_RUNEBLADE_LAVA_DisplayName	Lava Rune	h731eea3ag881dg4855g9057g342f2eebd0c4
LLWEAPONEX_ACTIVATE_RUNEBLADE_POISON_Description	Character has activated the <font color='#65c900'>Poison Rune</font> within their <font color='#40E0D0'>Runeblade</font>.<br>Applies <font color='#00aa00'>Poisoned</font> to enemies hit for 1 turn.	h1fa0b4b6gc377g4f30ga405gf5e4c164d763
LLWEAPONEX_ACTIVATE_RUNEBLADE_POISON_DisplayName	Poison Rune	h220650a3g3aacg43dag8384g96824940cbc5
LLWEAPONEX_ACTIVATE_RUNEBLADE_QUAKE_Description	<font size='18'><font color='#7f3d00'>Earth Rune</font> x 2</font><br>Enemies hit have a 20% chance to be <font color='#c80030'>Slammed</font> for 1 turn.<br><font color='#FFD700'>Slammed is a magic-based knockdown.</font>	h761e3312ge964g4670g97bbg8cf4605ecff6
LLWEAPONEX_ACTIVATE_RUNEBLADE_QUAKE_DisplayName	Quake Rune	h94838712gfdd7g4df1gb9d7geeb61a14e9e7
LLWEAPONEX_ACTIVATE_RUNEBLADE_REVERB_DisplayName	Runic Reverb	hca64870fgdbe5g42a4g9c84g3f2d0f651e36
LLWEAPONEX_ACTIVATE_RUNEBLADE_SEARING_Description	<font size='18'><font color='#4197e2'>Water Rune</font> + <font color='#fe6e27'>Fire Rune</font></font><br>Enemies hit have a 40% chance to get a <font color='#4197e2'>Water</font> <font color='#fe6e27'>Burn</font> for 2 turns, dealing <font color='#4197e2'>Water</font> + <font color='#fe6e27'>Fire</font> Damage per turn.<br><font color='#4197e2'>Wet</font> enemies have their moisture <font color='#f7ba14'>Evaporated</font>, dealing damage and removing <font color='#4197e2'>Wet</font>.<br>Adds <font color='#4197e2'>Water Damage</font> and <font color='#fe6e27'>Fire Damage</font> to weapon attacks and skills.	h9451b7b6g3869g4fa0g96dbg1fc9bfd453b0
LLWEAPONEX_ACTIVATE_RUNEBLADE_SEARING_DisplayName	Searing Rune	hc0a1757bg633bg4517ga1a4g3ba6c8dfd8c7
LLWEAPONEX_ACTIVATE_RUNEBLADE_TAR_Description	<font size='18'><font color='#7f3d00'>Earth Rune</font> + <font color='#65c900'>Poison Rune</font></font><br>Enemies hit have a 40% chance to be encased in <font color='#9a6a46>Tar</font> for 2 turns, lowering Movement Speed by [1]% and Fire Resistance by [2]%.<br><font color='#9a6a46>Tar</font> makes <font color='#fe6e27'>Burning</font> bypass armor checks.<br>Adds <font color='#7f3d00'>Earth Damage</font> and <font color='#65c900'>Poison Damage</font> to weapon attacks and skills.	h79a36b03g335fg453ag90a1g5c390ba65fe6
LLWEAPONEX_ACTIVATE_RUNEBLADE_TAR_DisplayName	Tar Rune	hafacd835g8b2dg4f62gb52eg18fa77bd7adc
LLWEAPONEX_ACTIVATE_RUNEBLADE_THUNDERBOLT_Description	<font size='18'><font color='#7d71d9'>Air Rune</font> x 2</font><br>Enemies hit have a 20% chance to be struck by a <font color='#7d71d9'>Thunderbolt</font>, dealing <font color='#7d71d9'>Air Damage</font> and chaining <font color='#7d71d9'>Lightning</font> to enemies within 8m.<br><font color='#4197e2'>Wet increases this chance to 80%.</font><font color='#f7ba14' size='20'>Enemies can only be struck once per turn.</font>	hb9a6f17dg44d9g4ae4g9863g27fa7ab26b4e
LLWEAPONEX_ACTIVATE_RUNEBLADE_THUNDERBOLT_DisplayName	Thunderbolt Rune	h2c2a74cag0023g4852g8856ga6d333132669
LLWEAPONEX_ACTIVATE_RUNEBLADE_VENOM_Description	<font size='18'><font color='#65c900'>Poison Rune</font> x 2</font><br>Applies <font color='#00aa00'>Poisoned</font> to enemies hit for 1 turn, or increases the duration of <font color='#00aa00'>Poisoned</font> by 1 turn per attack (4 turns max).	h5cf536d0g66bdg4d61ga3cfgec71c21cf84b
LLWEAPONEX_ACTIVATE_RUNEBLADE_VENOM_DisplayName	Venom Rune	h61d1f1b3gf196g4db2g9408g25391ea349a5
LLWEAPONEX_ACTIVATE_RUNEBLADE_WATER_Description	Character has activated the <font color='#4197e2'>Water Rune</font> within their <font color='#40E0D0'>Runeblade</font>.<br>Applies <font color='#4197e2'>Wet</font> to enemies hit for 1 turn.	h7c7707f6ge7deg4bfbgb947g1a9a0e8c8261
LLWEAPONEX_ACTIVATE_RUNEBLADE_WATER_DisplayName	Water Rune	h4806c4d0gb9d3g4b2cg853fg79253e92c615
LLWEAPONEX_POISONBURST_CHECK_DisplayName	Explode Poison	hf2933c08ga9e6g4553g97c5g73dde936ba58
LLWEAPONEX_POISONBURST_EXPLODE_DisplayName	Poison Explosion	hbcf3b2b5g8451g4117g9c5fg9160977df605
LLWEAPONEX_RUNEBLADE_AVALANCHE_SNOWED_Description	Character is encased in snow and takes [1] when moving, with a chance to fall down.	h757e6edcgbac5g4bf9g9541g9e37657ce48f
LLWEAPONEX_RUNEBLADE_AVALANCHE_SNOWED_DisplayName	Snowed	hdc676435gde33g47e9gbb3agbca51542f431
LLWEAPONEX_RUNEBLADE_CONTAMINATION_CHECK_Description	Character is being contaminated!	hcb7e4371g323bg4c19gac13ga9df7f281419
LLWEAPONEX_RUNEBLADE_CONTAMINATION_CHECK_DisplayName	Contaminating	h84fd3aabgb35ag4293g8051ga7d8f6f084ae
LLWEAPONEX_RUNEBLADE_CONTAMINATION_SPREAD_Description	Character is spreading <font color='#00aa00'>Poisoned</font> to nearby allies!	he597b2b9g5732g4029g802eg1e73aee49ee0
LLWEAPONEX_RUNEBLADE_CONTAMINATION_SPREAD_DisplayName	Contaminated	ha5799518gef22g4d3bga215g67ee45a4a922
LLWEAPONEX_RUNEBLADE_DUST_COOLDOWN_Description	The <font color='#F7BE81'>Dust Rune</font> is cooling down, and is unable to trigger another <font color='#8A4B08'>Dust Blast</font>.	h91f9839bg6559g4bf5ga9d8g0ee6790f9896
LLWEAPONEX_RUNEBLADE_DUST_COOLDOWN_DisplayName	Dust Blast Cooldown	ha3e9e78cg1fa4g4f64ga835gbc35cb1ea463
LLWEAPONEX_RUNEBLADE_EXPLODE_Description	Boom!	ha2711c4bg28d6g42c1gb315g1ebfa564bae0
LLWEAPONEX_RUNEBLADE_EXPLODE_DisplayName	Mini-Explosion	h8ca342feg25fcg44b4gb74cg533223203d19
LLWEAPONEX_RUNEBLADE_GAS_COOLDOWN_Description	The <font color='#81ab00'>Gas Rune</font> is cooling down, and is unable to trigger another <font color='#65c900'>Gas Creation</font> or <font color='#f7ba14'>Gas Expansion</font>.	hca7c9f95g608cg405bga854g5b4d5fe92209
LLWEAPONEX_RUNEBLADE_GAS_COOLDOWN_DisplayName	Gas Cooldown	h801f36abg7da8g485ega1fcg4bf3416cdcc7
LLWEAPONEX_RUNEBLADE_HEATBURST_CHECK_Description	Character is <font color='#fe6e27'>Burning</font> from a hot wind!	h703f41c3g4ca1g463ag8550g3ef66dfd8a8d
LLWEAPONEX_RUNEBLADE_HEATBURST_CHECK_DisplayName	Heated	hbcb6f9b5gb856g48cdga381gace3f8fad77c
LLWEAPONEX_RUNEBLADE_HEATBURST_SPREAD_Description	Character is spreading <font color='#fe6e27'>Burning</font> to nearby allies!	h3ec10656g574ag4f84gb269g7d3fc3c37c2d
LLWEAPONEX_RUNEBLADE_HEATBURST_SPREAD_DisplayName	Heatburst	h82d2abd4g0867g4905ga4fbge830ccebf353
LLWEAPONEX_RUNEBLADE_MASTERY_POISON_Description	Character's <font color='#2DF9FF'>Runeblade Mastery</font> level allows them to control poison with finer precision.	h5e7a5e8bgd695g4511g84a8g5d7f4fd443f4
LLWEAPONEX_RUNEBLADE_MASTERY_POISON_DisplayName	Runeblade Mastery	hb3ac0214g0c31g4955gb5aeg6ffd425e015e
LLWEAPONEX_RUNEBLADE_THUNDERBOLT_COOLDOWN_Description	The <font color='#7d71d9'>Thunderbolt Rune</font> is unable to trigger another <font color='#7d71d9'>Thunderbolt Strike</font> on this character.	h23d7b881gd36eg4382g9390gde45f4aee624
LLWEAPONEX_RUNEBLADE_THUNDERBOLT_COOLDOWN_DisplayName	Can't Strike Twice	hf690cab0g66d6g45b3ga5f3gecace6fe38a9
LLWEAPONEX_RUNEBLADE_THUNDERBOLT_EXPLODE_Description	Character has been... Thunderstruck!	h7a69b4e9g9e6ag411agb23agc97422f8e2ae
LLWEAPONEX_RUNEBLADE_THUNDERBOLT_EXPLODE_DisplayName	Thunderbolt Strike	h605190aagd9c2g414cg93eeg7e595ddcb696
LLWEAPONEX_SHOCKED_RESISTANCE_RUNEBLADE_Description	Character is immune to being directly Shocked by a <font color='#40E0D0'>Runeblade</font>.	h76bcf828gaeb5g4329ga650ge7b2bebd87c1
LLWEAPONEX_SHOCKED_RESISTANCE_RUNEBLADE_DisplayName	Shock Resistance (<font color='#40E0D0'>Runeblade</font>)	hc53e89f9g9652g4b37gbcf8g6418b3364f61
