Key	Content	Handle
Shout_LLWEAPONEX_SpellScroll_PrepareMagic_Description	<i>As is written on <font color='#c5a65a'>Gnak's Spell Scroll</font>:</i><br><font color='#ff9933'>&quot;Me no spell<br>hit bad with biggem<br>biggo boom!&quot;</font><br><i>Repeating the words activates the magic within the scroll. Smashing something with the scroll will then explode a random, basic spell.</i><br>Possible spells include most starting spells, both hostile and beneficial (Fortity vs. Contamination), with a smaller chance at an adept or greater spell.	hc0d71f4ag6d05g460eg953fgde2e5bc20ca9
Shout_LLWEAPONEX_SpellScroll_PrepareMagic_DisplayName	<font color='#22eeFF'>Gnak's Incantation</font>	h7bbbda96g45f1g490egb52dgb58c12124e0d
Shout_LLWEAPONEX_Warchief_SwitchMode_Description	Swap your stance with the <font color='#c5a65a'>Warchief's Halberd</font>, going between spear and axe mode.<br>In <font color='#e8ff67'>Spear Mode</font>, the halberd has increased range, critical damage, and applies <font color='#ff3232'>Warchief's Mark</font> on hit.<br>In <font color='#ff67ef'>Axe Mode</font>, the halberd has reduced range, increased damage, and consumes <font color='#ff3232'>Warchief's Mark</font> to deal [1].	h06e35e52g6879g48a6g9dc9ga9dafc2f0fe2
Shout_LLWEAPONEX_Warchief_SwitchMode_DisplayName	<font color='#ff7a29'>Change Stance</font>	h316d542cgbcc6g48f4g81a6g1f454c382533
Shout_LLWEAPONEX_Wraithblade_SlayHidden_Description	Instantly warp to any hidden enemy and strike a grievous blow for [1].<br><font color='#C1A9FF'>Gain Invisibility if the target was Invisible.</font><br><font color='#FF8585'>Targets hit become marked, preventing Invisibility for 1 turn.</font>	h9360af89gad64g4c12ga59ege54f22107aff
Shout_LLWEAPONEX_Wraithblade_SlayHidden_DisplayName	<font color='#D5D7E3'>Slay Hidden</font>	hbe20f642g37cbg48a5g9f4agfd50776193a1
Target_LLWEAPONEX_ArmCannon_AbsorbSurface_Description	Use the <font color='#c5a65a'>Runic Cannon</font> to <font color='#ffab00'>absorb the elements of a target area</font>.<br>The <font color='#c5a65a'>Runic Cannon</font> then activates any associated runes, granting various bonuses.	h7e85a43bg4937g430bg8063gac7e903d9c10
Target_LLWEAPONEX_ArmCannon_AbsorbSurface_DisplayName	<font color='#03FFAA'>Runic Absorption</font>	h8dd76759gaf6dg40c9g8cd9g61faaae3b1ce
Zone_LLWEAPONEX_ArmCannon_Disperse_Description	Fire a massive wave of energy in a line, dealing [1] to targets and inflicting a random elemental status ailment.<br><font color='#00EECC'>After the beam expires, the remaining energy explodes in a [2] radius around you, dealing [3] and applying any active rune effects.</font><br>Depletes the energy in the <font color='#c5a65a'>Runic Cannon</font>.	h314ea21fg9e36g4d19gba1fgb5b55eb69808
Zone_LLWEAPONEX_ArmCannon_Disperse_DisplayName	<font color='#03fcdb'>Runic Dispersal</font>	h095f914fg0387g4a3bgaa8fg2aa6c557c7b4
Zone_LLWEAPONEX_PowerPoleSmash_Description	Extend the <font color='#C7A758'>Power Pole</font> to great lengths, smashing it down upon everything infront of you for [1].<br><font color='#FF3758'>Targets hit become Dizzy, causing actions to take 1 additional AP.</font>	h0a2ec845g3935g49dbgba4agf40ff07a092f
Zone_LLWEAPONEX_PowerPoleSmash_DisplayName	<font color='#EA2E2E'>Extend & Smash</font>	h2805baeagd4b0g44b4ga012g2b821374160c
Zone_LLWEAPONEX_Warchief_CripplingBlow_Description	Pierce a target with the <font color='#c5a65a'>Warchief's Halberd</font>, crippling enemies and dealing [1].	h20877087g6037g498cgb782gbd1817bc469e
Zone_LLWEAPONEX_Warchief_CripplingBlow_DisplayName	Warchief's Crippling Blow	h1ce98455g6629g4826gb5a8g11fde3f0bed2
Projectile_LLWEAPONEX_Throw_UniqueAxe_A_Description	Throw <font color='#C7A758'>Balrin's Throwing Axe</font> at a target for [1].<br><font color='#FF9600'>Lose your axe for 2 turns, or until you get within [2]m of the target and retrieve it, dealing [3].</font><br><font color='#80FFC3'>If the target dies from initial damage, refresh the cooldown of this skill.</font>	h38e0877dg20d4g43a2ga956g936a3146eda8
Projectile_LLWEAPONEX_Throw_UniqueAxe_A_DisplayName	<font color='#C7A758'>Throw Balrin's Throwing Axe</font>	h88441d56g76c2g447ag8229ga47047bd520c
Projectile_LLWEAPONEX_Throw_UniqueAxe_A_Offhand_DisplayName	<font color='#C7A758'>Throw Balrin's Throwing Axe (Offhand)</font>	hab5551ebg9bf1g41f5g8e33g0184aeea5a6b
Shout_LLWEAPONEX_Prepare_BalrinsAxe_Description	Prepare to throw <font color='#C7A758'>Balrin's Throwing Axe</font>, gaining a different skill depending on which hand wields the axe.	hf5df2e9ega35cg4510gb732gbbc326664a95
Shout_LLWEAPONEX_Prepare_BalrinsAxe_DisplayName	<font color='#C7A758'>Prepare Balrin's Throwing Axe</font>	h51a0c668gafc2g4fbcga910g4e8739fd3e17
