Key	Content	Handle
ARM_UNIQUE_LLWEAPONEX_Blindfold_DisplayName	Demon Hunter's Oath	h08e99608gb836g4c96g8b87gb28d670ae62a
ARM_UNIQUE_LLWEAPONEX_DemonGauntlet_A_DisplayName	Devil Hand	h2f001e80g4db8g4969ga0b2gb72579e4c35a
ARM_UNIQUE_LLWEAPONEX_HandCrossbow_A_DisplayName	Assassin's Requiem	h5bd0c17cg235bg4bc0ga820g42cf65f556bd
ARM_UNIQUE_LLWEAPONEX_PowerGauntlets_A_DisplayName	Power Gauntlets	h4c31f1cbg467eg497cgb914ga48e5e637c0a
ARM_UNIQUE_LLWEAPONEX_Ring_GenderSwapper_DisplayName	Ring of the Two Faces	h7d40b09cg5a46g426ega91bg32b86a353cc7
ARM_UNIQUE_LLWEAPONEX_Ring_WeaponMaster_Description	A ring made to defy the gods.	hefa6ca3cgd669g44b2g82e5g7cb6987981b0
ARM_UNIQUE_LLWEAPONEX_Ring_WeaponMaster_DisplayName	Ring of the Weaponmaster	hba0e76cag73d3g4d3fgb7d6gc67962e1730c
ARM_UNIQUE_LLWEAPONEX_Tattoos_Magic_Upperbody_A_DisplayName	<font color='#FF4400'>Tattoos of Godly Strength (Unleashed)</font>	h2aa92fa5gdf3dg435ega6bdg35de3516d744
ARM_UNIQUE_LLWEAPONEX_Tattoos_Normal_Upperbody_A_DisplayName	Tattoos of Godly Strength	hfad1780dgc1e6g4633ga0b5g774e05c537c4
ARM_UNIQUE_LLWEAPONEX_PirateGloves_A_DisplayName	Sea Raider's Gloves	ha1f212b4g9b29g46d2g8afegee51d7a60131
ARM_UNIQUE_LLWEAPONEX_PirateGloves_A_Description	A hardy pair of gloves designed for forcefully taking <i>your</i> treasure. 	h73168328g1dd5g4bacg9866g74699e618e7b
LLWEAPONEX_DragonSlayer_Armour_1_DisplayName	Dragonslayer Mail	h011b99cag1e54g4b92g912ag58afbfdab053
LLWEAPONEX_DragonSlayer_Armour_2_DisplayName	Mighty Dragonslayer Mail	h088a4dfdgbb73g431ag93f6gaa4feb096845
LLWEAPONEX_DragonSlayer_Boots_1_DisplayName	Dragonslayer Boots	h079832fbg714dg4b2eg9d1bgfcd86b530e9b
LLWEAPONEX_DragonSlayer_Boots_2_DisplayName	Mighty Dragonslayer Boots	hab845b9fg76adg4d45gb1d7gfd66e698a67c
LLWEAPONEX_DragonSlayer_Gloves_1_DisplayName	Dragonslayer Gloves	h382df0a1g35f0g4720g989dgedfee3e7df28
LLWEAPONEX_DragonSlayer_Gloves_2_DisplayName	Mighty Dragonslayer Gloves	hc01d8aa2g9c74g4748g89d2gbc3fbf0ad976
LLWEAPONEX_DragonSlayer_Helmet_1_DisplayName	Dragonslayer Helmet	hc98e7d4ag3f12g4e9ag83d3g4441748d3b27
LLWEAPONEX_DragonSlayer_Helmet_2_DisplayName	Mighty Dragonslayer Helmet	h0dc0d8f4g5600g4f55g9fb6g64be3fd75b34
LLWEAPONEX_DragonSlayer_Pants_1_DisplayName	Dragonslayer Pants	h764a0686ga38cg43fdga3e6g2867c50395e1
LLWEAPONEX_DragonSlayer_Pants_2_DisplayName	Mighty Dragonslayer Pants	he210cbc0g8b27g48d1ga9c1gb010f687fc1a
LLWEAPONEX_Quivers_Common_1_DisplayName	Quiver	h57a8a558gdd74g48bcg9149g09d77d721c0f
LLWEAPONEX_Quivers_Common_2_DisplayName	Archer's Quiver	hd327cdabg0667g4298ga07cge2692b0564ca
LLWEAPONEX_Quivers_Common_3_DisplayName	Bandit's Quiver	hc8857631g4d14g45e6gbb3cgef8223b17eb5
LLWEAPONEX_Quivers_Common_4_DisplayName	Highwayman's Quiver	ha20be5e6g580eg4b73gada6g997237924305
LLWEAPONEX_Quivers_Common_5_DisplayName	Trusty Quiver	h85f505c1g7212g4796g938egfb59ea9a93dd
LLWEAPONEX_Quivers_DrawArrow_Common_1_Description	A handmade quiver, designed for quickly drawing arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	h177fef81gd571g4c7fgba7egfcb6f10eb00a
LLWEAPONEX_Quivers_DrawArrow_Common_1_DisplayName	Quickdraw Quiver	hab32f40cg66bdg413cgab7fga6a77e28df1a
LLWEAPONEX_Quivers_DrawArrow_Common_2_Description	A handmade quiver, designed for quickly drawing arrows. Once owned by an archer named 'Trusy Nick', who was said to always carry a variety of arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	h336d150fg8c63g4707g9231g3c2cb5ad7764
LLWEAPONEX_Quivers_DrawArrow_Common_2_DisplayName	Flexible Quickdraw Quiver	h553d0fc4gcde0g4864g8c48gf9aaac8c2b2f
LLWEAPONEX_Quivers_DrawArrow_Epic_Description	A handmade quiver, designed for quickly drawing arrows. Once owned by an archer named 'Trusy Nick', who was said to always carry a variety of arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	h16ad8746g8be9g4c34g84ebg5ab468104deb
LLWEAPONEX_Quivers_DrawArrow_Epic_DisplayName	Trusy Nick's Quickdraw Quiver	h9f54f5d0g100fg49e5ga5d3g0f0e4d6e8a14
LLWEAPONEX_Quivers_DrawArrow_Rare_1_Description	A handmade quiver, designed for quickly drawing arrows. Once owned by an archer named 'Trusy Nick', who was said to always carry a variety of arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	h8bcf4746g825dg4134gbf61g4fc9abca6df0
LLWEAPONEX_Quivers_DrawArrow_Rare_1_DisplayName	Exquisite Quickdraw Quiver	he1a20b3cgc1a4g4f7agb17dga9d90e173418
LLWEAPONEX_Quivers_DrawArrow_Rare_2_Description	A handmade quiver, designed for quickly drawing arrows. Once owned by an archer named 'Trusy Nick', who was said to always carry a variety of arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	hf54606e0g14b0g49b1gb47fg14ba0dd6c8ee
LLWEAPONEX_Quivers_DrawArrow_Rare_2_DisplayName	Speedy Quickdraw Quiver	h38b4fc09g14feg4992gb26cgd5cecc492de7
LLWEAPONEX_Quivers_DrawArrow_Rare_3_Description	A handmade quiver, designed for quickly drawing arrows. Once owned by an archer named 'Trusy Nick', who was said to always carry a variety of arrows.<br><font color='#81ab00'>Quickdraw quivers recharge automatically outside of combat.</font>	h0e4a73f9g3111g4ef9g8c5ega855a2b8473b
LLWEAPONEX_Quivers_DrawArrow_Rare_3_DisplayName	Ancient Elven Quickdraw Quiver	h75e03bdcg485cg4ebeg96d5gf265dc94d79a
LLWEAPONEX_Quivers_Epic_1_DisplayName	Legendary Quiver	h7b46baddga6e9g47efga49fg00b390d0aabb
LLWEAPONEX_Quivers_Epic_2_DisplayName	Eagle Eye Quiver	h8859795age8b9g438fg9d49gfa11cd9bcf2e
LLWEAPONEX_Quivers_Epic_3_DisplayName	Quiver of the Hooded Hero	hde8d8943g7660g494fg9ee7gdef6a4a55fb2
LLWEAPONEX_Quivers_Rare_1_DisplayName	Exquisite Quiver	hd9d8a486ge548g4c23g94f6gdde08ef24188
LLWEAPONEX_Quivers_Rare_2_DisplayName	Mighty Quiver	h64584007g2094g4e07ga5a7g6ff6272f23f7
LLWEAPONEX_Quivers_Rare_3_DisplayName	Ancient Elven Quiver	h25ccf0bega988g4aadg975dgfeea08f0b1bf
LLWEAPONEX_RunicKnight_Armour_1_DisplayName	Runic Armour	h7a588b20g095cg4e10g944dga8d9ee5e2019
LLWEAPONEX_RunicKnight_Armour_2_DisplayName	Empowered Runic Armour	hefa96775g934ag4785g9eb3g45907c9172cd
LLWEAPONEX_RunicKnight_Boots_1_DisplayName	Runic Boots	h0990e543gd885g4861ga84bgdb4a6ae2f0ef
LLWEAPONEX_RunicKnight_Boots_2_DisplayName	Empowered Runic Boots	hcea7ac53ge210g41bagbd29gea68497cfa0a
LLWEAPONEX_RunicKnight_Gloves_1_DisplayName	Runic Gloves	h159452b0gcf6dg4389gb6d8g738d7029dd07
LLWEAPONEX_RunicKnight_Gloves_2_DisplayName	Empowered Runic Gloves	hc7d8f564ga55dg4767g9c6agfb9f2688d7d0
LLWEAPONEX_RunicKnight_Helmet_1_DisplayName	Runeweave Hood	h32537de7gdbefg4f73g84f1ge8d975ab42a0
LLWEAPONEX_RunicKnight_Helmet_2_DisplayName	Empowered Runeweave Hood	h381f1719g2ab0g4098g8439gea240cd9374a
LLWEAPONEX_RunicKnight_Pants_1_DisplayName	Runic Leg Armor	h68735a40g362bg4d29gbe04g91441c93728e
LLWEAPONEX_RunicKnight_Pants_2_DisplayName	Empowered Runic Leg Armor	h70c62be9g90e9g4275g97d0g15c63f096486
WPN_LLWEAPONEX_BattleBook_1_DisplayName	Heavy Book	haebca7c6g50fdg42e6gb833g93fd8ad3b03e
WPN_LLWEAPONEX_BattleBook_2_DisplayName	Weighty Book	h389bb022gfad2g4520ga8b2gf1cc8c854026
WPN_LLWEAPONEX_BattleBook_3_DisplayName	Dictionary	h7f18daddgc514g4d9cg9376gffeb97e50610
WPN_LLWEAPONEX_BattleBook_4_DisplayName	Scholar's Lecture	h6312d810g2ceag40efg9b21g2b12ead9814e
WPN_LLWEAPONEX_BattleBook_5_DisplayName	Philosopher's Lesson	hde961747gb667g4a6agbe6ag64884704621a
WPN_LLWEAPONEX_BattleBook_6_DisplayName	Knowledge Dispenser	hbc5b8e77g1e41g479cg943eg71cefbe36ad3
WPN_LLWEAPONEX_BattleBook_A_1_DisplayName	Heavy Book	h321920a0g2c8eg467egb930g093f073a1312
WPN_LLWEAPONEX_BattleBook_A_2_DisplayName	Dusty Book	h3162baf9g0fc0g4a9cg99a0g64b5cefe3e76
WPN_LLWEAPONEX_BattleBook_A_3_DisplayName	Scholar's Lecture	h89bc52e1g8706g44a5g8dadgd3537d00bb89
WPN_LLWEAPONEX_BattleBook_B_1_DisplayName	Dusty Book	hd4676edeg5e3ag437eg952bg10d5f32e634e
WPN_LLWEAPONEX_BattleBook_B_2_DisplayName	Weighty Book	hf03f9f98g4012g4eb2g9e7cg1e2e6c161693
WPN_LLWEAPONEX_BattleBook_B_3_DisplayName	Philosopher's Lesson	h1501e78fg73e2g42b3gad8ag5a66dc14757a
WPN_LLWEAPONEX_BattleBook_C_1_DisplayName	Dusty Book	hea6c778ega59ag481bga0e0g7efe3348f44c
WPN_LLWEAPONEX_BattleBook_C_2_DisplayName	Weighty Book	hfb8ba394ga7cag409dg8fabg08aaa4348928
WPN_LLWEAPONEX_BattleBook_C_3_Description	Now you'll truly never miss your programs.	h1c4fdef8g98d7g46e2g8cd5gcead0901a95b
WPN_LLWEAPONEX_BattleBook_C_3_DisplayName	Reader's Digest: Combat Edition	hb2b5c242g0c29g40fcg8cd2g1fcf053a76d9
WPN_LLWEAPONEX_BattleBook_D_1_DisplayName	Dusty Manual	hf73e31b4g8d84g4119ga155g3e4e61e2b110
WPN_LLWEAPONEX_BattleBook_D_2_DisplayName	Action Manual	h1e5c8bd9ge124g4d2ag833fgc8b47edc5e47
WPN_LLWEAPONEX_BattleBook_D_3_Description	'Perfect for peppering your enemies with K.N.O.W.L.E.D.G.E.'	h919bba03g011ag48c9g845agf83610d44b17
WPN_LLWEAPONEX_BattleBook_D_3_DisplayName	General Ford's Manual for Tactical Warfare	hfa9b9433g4d3dg43b5g9c23ga840bc793aeb
WPN_LLWEAPONEX_BattleBook_E_1_DisplayName	Dusty Book	h2dcf53bbgced5g46eagbabdg54b3d617317a
WPN_LLWEAPONEX_BattleBook_E_2_DisplayName	Weighty Book	h150a0adag7ae7g4c9bg81d0g4a69807ad51a
WPN_LLWEAPONEX_BattleBook_E_3_Description	If knowledge is power, a book can conquer the world.	he40e57f8g77eeg4675gb9c1g7f0994012fea
WPN_LLWEAPONEX_BattleBook_E_3_DisplayName	Combat for Dummies	hf3e5ff9ag6f7eg4a28ga168g580f7a0e9b5e
WPN_LLWEAPONEX_BattleBook_F_1_DisplayName	Dusty Book	he020db27gb682g457cg9aa5g20122599d6d2
WPN_LLWEAPONEX_BattleBook_F_2_DisplayName	Weighty Book	h547a7cafgcdc8g45c2gab55g6a6b63446c7c
WPN_LLWEAPONEX_BattleBook_F_3_Description	Imparts knowledge with a heft 'SMACK!'.	h26819b26ge9c4g4f06gb186g4c8b72593bb6
WPN_LLWEAPONEX_BattleBook_F_3_DisplayName	Book of Impartation	h8e29b77egd1bcg490fgb347g9838851afaa6
WPN_LLWEAPONEX_Beginner_Rod_DisplayName	Weak Rod	h68e1f012gb647g41c5gb756gc079c4f28713
WPN_LLWEAPONEX_Bokken_1H_Crafted_DisplayName	Bokuto	hc585475cge8fdg48c0g8dc0gea94afe8f24e
WPN_LLWEAPONEX_Bokken_1H_Epic_1_DisplayName	Mercy	h338d9f08g2302g41f0g802bg5a937dda1cee
WPN_LLWEAPONEX_Bokken_1H_Epic_2_DisplayName	Blunt Force	h9ceb8a1cge22dg4762g8bcdgf9cb4a2cdcca
WPN_LLWEAPONEX_Bokken_1H_Epic_3_DisplayName	Pacifist's Will	h9f9c234dg9aadg457cgb4e8g06adc6a23102
WPN_LLWEAPONEX_Bokken_1H_Epic_4_DisplayName	Legend	h0a4b302dgf862g4af4g98cfg322085c2d454
WPN_LLWEAPONEX_Bokken_1H_Epic_5_DisplayName	Wooden Destiny	h64e87ae9g8ceag4b96gaf83gd5ed4cd1c161
WPN_LLWEAPONEX_Bokken_1H_Normal_1_DisplayName	Old Bokuto	hedf1b8b0gdd29g4569g9e35g0c664fdc4262
WPN_LLWEAPONEX_Bokken_1H_Normal_2_DisplayName	Traineee's Bokuto	h6ce93883ga0f2g4027gb11dgd8930a10e17e
WPN_LLWEAPONEX_Bokken_1H_Normal_3_DisplayName	The Tutor	hbc153fa7g4cf3g4d94g94e5gb8b224ffe547
WPN_LLWEAPONEX_Bokken_1H_Normal_4_DisplayName	Ancient Bokuto	hb5964089gfd37g4008ga7d7g6737e5648e16
WPN_LLWEAPONEX_Bokken_1H_Normal_5_DisplayName	Bokuto of the Elder Tree	hfd58e7bbg94d5g4c0ag9f16ga1578bb4f182
WPN_LLWEAPONEX_Bokken_1H_Preview_DisplayName	Bokuto	h56999c74g7b89g438ag81b4g62da605b2c1a
WPN_LLWEAPONEX_Bokken_1H_Rare_1_DisplayName	Magicwood Bokuto	h8be4644fg0ea7g4738gba03g99eb9fc4d02d
WPN_LLWEAPONEX_Bokken_1H_Rare_2_DisplayName	Ancestral Bokuto	h445ce10agf099g45e3g90a4g2ef44495bf43
WPN_LLWEAPONEX_Bokken_2H_Crafted_DisplayName	Two-handed Bokuto	hdc8a4479g65a0g4626g926eg20f6e5e44446
WPN_LLWEAPONEX_Bokken_2H_Epic_1_DisplayName	Mercy	h7b9b63a4gf2ceg4294gbc14g8ef464edd9a1
WPN_LLWEAPONEX_Bokken_2H_Epic_2_DisplayName	Blunt Force	h2bc0020fg0f82g42bbg9b52g51dfe36411d1
WPN_LLWEAPONEX_Bokken_2H_Epic_3_DisplayName	Pacifist's Will	h8cbfe5e5gdf55g4bbfga8acg9d476bb1215e
WPN_LLWEAPONEX_Bokken_2H_Epic_4_DisplayName	Legend	h441e6d3cg812eg40afg9842gcceb49b2e70b
WPN_LLWEAPONEX_Bokken_2H_Epic_5_DisplayName	Wooden Destiny	h25b36dbbge4a8g4fb1gb7d8g31b6743268d6
WPN_LLWEAPONEX_Bokken_2H_Normal_1_DisplayName	Old Two-handed Bokuto	hbabdca73ge22fg44fcga31eg29559aee3e04
WPN_LLWEAPONEX_Bokken_2H_Normal_2_DisplayName	Traineee's Two-handed Bokuto	h7e284d6bge3c6g49aega330g5697fbf1dce8
WPN_LLWEAPONEX_Bokken_2H_Normal_3_DisplayName	The Tutor	hd81f5395gc1c0g43aag8079gfdecf20ffb7d
WPN_LLWEAPONEX_Bokken_2H_Normal_4_DisplayName	Ancient Two-handed Bokuto	h6a30ea9cgec6bg4fb7g847cg6f52783ee045
WPN_LLWEAPONEX_Bokken_2H_Normal_5_DisplayName	Elder's Two-handed Bokuto	h3043a6d7g7101g40d7g9bb7g5ca07cb76227
WPN_LLWEAPONEX_Bokken_2H_Preview_DisplayName	Two-handed Bokuto	ha94aeeacg8c7bg4de8g955bga4a93106690c
WPN_LLWEAPONEX_Bokken_2H_Rare_1_DisplayName	Magicwood Two-handed Bokuto	hd74e7ac1gafb5g49ecgbaabg336447214556
WPN_LLWEAPONEX_Bokken_2H_Rare_2_DisplayName	Ancestral Two-handed Bokuto	hb0456530gd760g4cc3g8e64g807c8a9bde06
WPN_LLWEAPONEX_CraftedGreatbow_Dwarves_A_DisplayName	Dwarven Greatbow	h514f7a04gd4bdg4d18g9afeg2ec6234555ad
WPN_LLWEAPONEX_CraftedGreatbow_Dwarves_B_DisplayName	Exquisite Dwarven Greatbow	h5f55d911g3801g416fgb2e7gef193b46b0cf
WPN_LLWEAPONEX_CraftedGreatbow_Elves_B_DisplayName	Elven Greatbow	ha707626agda71g4f2bg9ba0g615dfe488b82
WPN_LLWEAPONEX_CraftedGreatbow_Humans_B_DisplayName	Common Greatbow	h42f0c651g539fg4421gac51gd348b702763d
WPN_LLWEAPONEX_CraftedGreatbow_Lizards_A_DisplayName	Greatbow of the Empire	h880cd9d5gdcbeg41e0g9223g5ebee440ad7a
WPN_LLWEAPONEX_CraftedGreatbow_Lizards_B_DisplayName	Exquisite Greatbow of the Empire	hde2dcb4eg99f7g481bg8605gffdd329983cb
WPN_LLWEAPONEX_CraftedRod_Chaos_DisplayName	Makeshift Chaotic Rod	h924c15e9gb9c8g441fg9397g9d870f86dd9b
WPN_LLWEAPONEX_DualShields_Blackring_A_Common_DisplayName	Dual Shields of Chaos	h70e159aagcfafg4670g95c1g3357172cdac1
WPN_LLWEAPONEX_DualShields_Blackring_A_Divine_DisplayName	Chaos & Sin, Dark Lord's Calling	hab639ab6g8e43g48ffg90b4ge6ad3c707edb
WPN_LLWEAPONEX_DualShields_Blackring_A_Epic_1_DisplayName	Twin Faces of Evil	hed715bafgf43cg4dd1gb4dfg4834f859f411
WPN_LLWEAPONEX_DualShields_Blackring_A_Epic_2_DisplayName	Undying Chaos, Lord's Spire	hcfa8b001gecd2g4b84g8835g989b790a15f0
WPN_LLWEAPONEX_DualShields_Blackring_A_Epic_3_DisplayName	Wall of Chaos, Evil's Reign	h5c350cdcg74d3g4803gb026ge7eba5ae0e32
WPN_LLWEAPONEX_DualShields_Blackring_A_Legendary_DisplayName	Malice & Destruction	hb540449eg1562g4f42g9d0cg615b0c0679ce
WPN_LLWEAPONEX_DualShields_Blackring_A_Rare_1_DisplayName	Chaos Unbound	hccd68ea4g686bg47fdgb4a7gb0db3b5f0e38
WPN_LLWEAPONEX_DualShields_Blackring_A_Rare_2_DisplayName	Chaotic Walls of the Black Ring	h99062847gc44cg4aa8gb661g632894f7fabc
WPN_LLWEAPONEX_DualShields_Blackring_A_Rare_3_DisplayName	Hope's End, Evil's Foothold	h7b7b99e7g6848g4eaegaff2g6d1903b0f4d5
WPN_LLWEAPONEX_DualShields_Blackring_A_Uncommon_1_DisplayName	Exquisite Shields of Chaos	h54e348b1ge4dag4227g8628g287c29e5cef5
WPN_LLWEAPONEX_DualShields_Blackring_A_Uncommon_2_DisplayName	Sacrificial Shields of Chaos	h0fe9414ag9805g49feg8350gd262911b1e8d
WPN_LLWEAPONEX_DualShields_Blackring_A_Uncommon_3_DisplayName	Reinforced Chaotic Shields	hd891a98eg74d1g4d6bg8c36g07910d54df43
WPN_LLWEAPONEX_DualShields_Blackring_A_Uncommon_4_DisplayName	Wicked Shields of Chaos	h081df726g94ceg4114ga790gcb00b79bfccb
WPN_LLWEAPONEX_DualShields_Blackring_A_Uncommon_5_DisplayName	Bloody Shields of Chaos	ha9c56cf6gce6ag4b58g8972g5434f2fb96ff
WPN_LLWEAPONEX_DualShields_Common_DisplayName	Dual Shields	he6fbf4e4g6053g4d6fgb1e7g25cf597a1f4d
WPN_LLWEAPONEX_DualShields_Dwarves_A_Common_DisplayName	Dual Dwarven Shields	ha88f49cdgbf37g4daag9c7cg18f30aa9889e
WPN_LLWEAPONEX_DualShields_Dwarves_A_Divine_DisplayName	Plates of Rivellon	h93549a24ga289g4d7ag9d9cg55e7b15b8d93
WPN_LLWEAPONEX_DualShields_Dwarves_A_Epic_1_DisplayName	Alphaguard, Wolf's Bite	h7456913agb829g44d5gbdc4g84e7e5725755
WPN_LLWEAPONEX_DualShields_Dwarves_A_Epic_2_DisplayName	Ancestor's Protection, Enemy's Bane	h26192a0fg35ffg4850gb295g77435f4c8166
WPN_LLWEAPONEX_DualShields_Dwarves_A_Epic_3_DisplayName	Dwarvenguard, Wolfbane	h8ae1e87bg6b1cg4ec1g8a20gd506b45bb394
WPN_LLWEAPONEX_DualShields_Dwarves_A_Legendary_DisplayName	Oathkeeper, Earthcracker	h77ead990g3f40g4c03g86f8ga8d64c1f00e4
WPN_LLWEAPONEX_DualShields_Dwarves_A_Rare_1_DisplayName	Exquisite Dwarven Shields	hd109e1fegef22g493cgb4deg82dc0cd21635
WPN_LLWEAPONEX_DualShields_Dwarves_A_Rare_2_DisplayName	Ancestry Unbound, Dwarven Might	h7d2f74bbg1a12g4a71gaef5g86533e0ee694
WPN_LLWEAPONEX_DualShields_Dwarves_A_Rare_3_DisplayName	Honor & Duty	h91de1e73g1430g45afg9ceegf47ba419a7cb
WPN_LLWEAPONEX_DualShields_Dwarves_A_Uncommon_1_DisplayName	Ancient Dwarven Shields	ha1fd7564g9a41g46c2g9840g876571c13de0
WPN_LLWEAPONEX_DualShields_Dwarves_A_Uncommon_2_DisplayName	Sturdy Dwarven Shields	hce8e0a19g6b86g47e0gb68dgb8da3d636a70
WPN_LLWEAPONEX_DualShields_Dwarves_A_Uncommon_3_DisplayName	Reinforced Dwarven Shields	ha110eb06ge171g4150gae9bg8f534c6f964d
WPN_LLWEAPONEX_DualShields_Dwarves_A_Uncommon_4_DisplayName	Earthen Dwarven Shields	h69c827cag62f8g4080g802agc8b830a3ef7f
WPN_LLWEAPONEX_DualShields_Elves_B_Common_DisplayName	Dual Elven Shields	h1caedd2ag7cccg444fg9d6cgf907a1288056
WPN_LLWEAPONEX_DualShields_Elves_B_Divine_DisplayName	Vineguard, Cradle of the Divine	h6170c12dgb0abg4bccg93bag5f6450105b58
WPN_LLWEAPONEX_DualShields_Elves_B_Epic_1_DisplayName	Twin Guards of the Elder Tree	hf1a20267ga633g4077g9bb7g06b43188a472
WPN_LLWEAPONEX_DualShields_Elves_B_Epic_2_DisplayName	Poisonwall, Seeker's Bane	h72c5056dg86a0g48b4g939fgd5cf4e9780ed
WPN_LLWEAPONEX_DualShields_Elves_B_Epic_3_DisplayName	Forestguard, Elderwall	he4501b79g40a4g496aga99ag8510af90d294
WPN_LLWEAPONEX_DualShields_Elves_B_Legendary_DisplayName	Elderguard, Wrath	h2ac9b716gbf99g412egb145ga12fd057d5a7
WPN_LLWEAPONEX_DualShields_Elves_B_Rare_1_DisplayName	Nature's Guard, Nature's Might	hf64cb19eg58e7g4e5eg8c46g1b7f853721b8
WPN_LLWEAPONEX_DualShields_Elves_B_Rare_2_DisplayName	Guardian of the Immortal	h1841cca9g9763g4bcdga6c3g461fb52be390
WPN_LLWEAPONEX_DualShields_Elves_B_Rare_3_DisplayName	Forest's Wall, Seeker's Spurn	h86fdba0bgd3afg43e9gbd3fgcb70e445bff3
WPN_LLWEAPONEX_DualShields_Elves_B_Uncommon_1_DisplayName	Exquisite Elven Shields	h98f34c16gf0f0g491eg8dccg84870bf061b9
WPN_LLWEAPONEX_DualShields_Elves_B_Uncommon_2_DisplayName	Finely Crafted Elven Shields	h7ef35923g2e83g410bgb1ecg1aa1acc31bba
WPN_LLWEAPONEX_DualShields_Elves_B_Uncommon_3_DisplayName	Reinforced Elven Shields	h302ebae1gbaaag4295g9654g3d50672d88b1
WPN_LLWEAPONEX_DualShields_Elves_B_Uncommon_4_DisplayName	Priceless Elven Shields	h197b37c2ge4afg4f51gb9f2gd2446efa31b6
WPN_LLWEAPONEX_DualShields_Lizards_C_Divine_DisplayName	Selene & Helios, Defenders of the Divine	hda9ea32dgec63g426bga69dg36206a8c97a2
WPN_LLWEAPONEX_DualShields_Lizards_C_Epic_1_DisplayName	Divine Gates of the Sun	h9903c06fg3f56g4cbdgab96geec25ec03b48
