Key	Content	Handle
Projectile_LLWEAPONEX_Throw_Scythe_Description	Throw a scythe at a target for [1]. Applies <font color='#FF0000'>Impaled</font>.<br><font color='#FF0000'>Impaled</font> lowers Movement Speed by <font color='#FF0000'>[2]%</font> per weapon stuck inside the enemy.<br><font color='#FF0000'>Enemies below 5% max health will be <font color='#FF00FF'>Reaped</font>, resulting in instant-death.</font>	h2c7d2267gcd8fg4a99g88f3g55fbab743bc0
Projectile_LLWEAPONEX_Throw_Shield_Description	Throw a shield at a target for [1]. Applies <font color='#FF0000'>Dazed</font> and <font color='#FF0000'>Blunt Trauma</font>, with a chance to knock the enemy unconscious.<br><font color='#FF0000'>Dazed</font> lowers Accuracy by <font color='#FF0000'>[2]%</font> per stack.<br><font color='#FF0000'>Blunt Trauma</font> lowers Movement Speed by <font color='#FF0000'>[3]</font>, Dodge by <font color='#FF0000'>[4]</font>, and does [5] per turn.	h85f7e46dg1c33g4e85ga475g25a970c2e696
Projectile_LLWEAPONEX_Throw_Shuriken_Description	Throw a shuriken at a target for [1]. Applies <font color='#FF0000'>Impaled</font> and <font color='#FF0000'>Bleeding</font>.<br><font color='#FF0000'>Impaled</font> lowers Movement Speed by <font color='#FF0000'>[2]%</font> per weapon stuck inside the enemy.<br><font color='#FF69B4'>Shurikens do 50% more damage while Sneaking or Invisible.</font>	hebe5befbg02b4g48d5gae1dg8355d0a40e48
Projectile_LLWEAPONEX_Throw_Shuriken_DisplayName	Throw Shuriken	h1d896e50gc00eg4e2agadb0gd13962c0248c
Projectile_LLWEAPONEX_Throw_Shuriken_Explosive_Description	Throw an exploding shuriken at a target for [1] in a [2] radius. Applies <font color='#FF0000'>Burning</font>.<br><font color='#FF69B4'>Shurikens do 50% more damage while Sneaking or Invisible.</font>	he47cdb34ge958g41cag8136gb8827dc2f586
Projectile_LLWEAPONEX_Throw_Shuriken_Explosive_DisplayName	Throw Explosive Shuriken	h28a95dabg50a7g424eg9562gb44e8ad5c570
Projectile_LLWEAPONEX_Throw_Shuriken_Poison_Description	Throw a poisen-tipped shuriken at a target for [1]. Applies <font color='#FF0000'>Impaled</font> and <font color='#FF0000'>Poisoned</font> for 2 turns.<br><font color='#FF0000'>Impaled</font> lowers Movement Speed by <font color='#FF0000'>[2]%</font> per weapon stuck inside the enemy.<br><font color='#FF69B4'>Shurikens do 50% more damage while Sneaking or Invisible.</font>	h18837538gae24g456bg91a1ged49be909078
Projectile_LLWEAPONEX_Throw_Shuriken_Poison_DisplayName	Throw Poison Shuriken	hd05e8c61g0c65g4456gb002g48305deea32e
Projectile_LLWEAPONEX_Throw_Staff_Description	Throw a staff at a target for [1] and apply <font color='#FF0000'>Staff Infection</font>, with a chance to knock the enemy down.<br><font color='#FF0000'>Staff Infection</font> lowers all Elemental Resistances <font color='#FF0000'>[2]%</font>.<br><font color='#FF00FF'>When hit by a staff, it explodes with a random element.</font>	h74f4ac59gf13ag470bga79cg83fa8dfabd0a
Projectile_LLWEAPONEX_Throw_Wand_Description	Throw a wand at a target for [1] and apply <font color='#FF0000'>Flabbergasted</font>, with a small chance to knock the enemy down.<br><font color='#FF0000'>Flabbergasted</font> lowers all Elemental Resistances <font color='#FF0000'>[2]%</font>.<br><font color='#FF00FF'>When hit by a wand, it explodes, creating a random surface.</font>	h458c7bdag87d1g4eadg83cbg178234e050ce
Projectile_LLWEAPONEX_ThrowWeapon_Description	Throw your equipped mainhand weapon at a target, dealing [1] and disarming yourself.<br><font color='#22FF00'>If the target dies from this skill, the weapon is automatically re-equipped.</font>	h15be09d7g741eg4b32ga829g88c309b938f0
Projectile_LLWEAPONEX_ThrowWeapon_DisplayName	<font color='#a6ffcc'>Throw Weapon</font>	hac1ed07dg13acg469bgae67ged02e05603cd
Target_LLWEAPONEX_ThrowObject_Description	<font color='#40E0D0' size='18'>Throwing Mastery II</font><br>Launch a target 2m-11m away from you. <font color='#FFAA00'>Distance tossed scales with Strength.</font><br>At higher launch distances, the target deals [1] to [2] to surrounding enemies in a [3] to [4] radius when it lands.<br><font color='#D72C2C'>Launching heavier targets requires higher levels of Strength</font><br><font color='#FFAA00'>At 40 Strength, weight restrictions are lifted.</font><br><font color='#FFDF4A'>Damage and impact radius scale with the weight of the object.</font><br><font color='#D72C2C'>Resisted by Grounded.</font>	h201636a8g8198g4208g8bddg018b431ecbc7
Target_LLWEAPONEX_ThrowObject_DisplayName	<font color='#a6ffcc'>Throw Target</font>	h3bb9d050gd779g468fg8de7gfa7f906d7497
