Key	Content	Handle
LLWEAPONEX_DualShields_Rank1_Description	<icon id='Rush_BatteringRam;Rush_BullRush' icon='Skill_Warrior_BatteringRam;Skill_Polymorph_BullRush'/>You are immune to surface damage while using rush skills.	h785579b9ga78eg439aga55cg8ae1919479e6
LLWEAPONEX_Firearm_Rank1_Description	<icon id='Jump_TacticalRetreat' icon='Skill_Ranger_TacticalRetreat'/>After using [Key:Jump_TacticalRetreat_DisplayName], your next action's AP cost is reduced by 1.	h50abd32eg1a6bg4c15ga318g19ad78699979
LLWEAPONEX_Greatbow_Rank1_Description	<icon id='Projectile_Ricochet' icon='Skill_Ranger_Ricochet'/>Each ricochet bounce deals splash damage in a 2m radius.	he0f60351g01b2g4824ga28aga1064daae544
LLWEAPONEX_HandCrossbow_Rank1_Description	<icon id='Projectile_LLWEAPONEX_HandCrossbow_Shoot' icon='LLWEAPONEX_Skills_HandCrossbow_Shoot'/>Hand Crossbow attacks deal [ExtraData:LLWEAPONEX_HandCrossbowMasteryBoost1]% more base damage.<icon id='Shout_Whirlwind' icon='Skill_Warior_WhirlWind'/>While spinning, shoot 1-3 enemies in a 6m radius.	h93b80bc2g20a3g4465g81d6g5053de4acc8c
LLWEAPONEX_HandCrossbow_Rank2_Description	<icon id='Projectile_LLWEAPONEX_HandCrossbow_Shoot' icon='LLWEAPONEX_Skills_HandCrossbow_Shoot'/>Hand Crossbow attacks deal [ExtraData:LLWEAPONEX_HandCrossbowMasteryBoost2]% more base damage.	hf90feb29g1849g425dgae29ga5377df30f4b
LLWEAPONEX_HandCrossbow_Rank3_Description	<icon id='Projectile_LLWEAPONEX_HandCrossbow_Shoot' icon='LLWEAPONEX_Skills_HandCrossbow_Shoot'/>Hand Crossbow attacks deal [ExtraData:LLWEAPONEX_HandCrossbowMasteryBoost3]% more base damage.	h43a29acfgcc05g45beg9826g10ddaa1ac4f9
LLWEAPONEX_HandCrossbow_Rank4_Description	<icon id='Projectile_LLWEAPONEX_HandCrossbow_Shoot' icon='LLWEAPONEX_Skills_HandCrossbow_Shoot'/>Hand Crossbow attacks deal [ExtraData:LLWEAPONEX_HandCrossbowMasteryBoost4]% more base damage.	h5a1bc6cag0662g4041gbb15g9ee793a96690
LLWEAPONEX_Katana_Rank1_Description	<icon id='MultiStrike_Vault' icon='Skill_Rogue_Vault'/>After teleporting, your next attack deals 50% more damage.	hb24bd0c9gc9fbg414cga6d7g6f9c286fbbcc
LLWEAPONEX_Pistol_Rank1_Description	<icon id='Shout_Adrenaline' icon='Skill_Rogue_Adrenaline'/>Gain hyper-focus, increasing the damage of the next shot of your pistol by 50%.	h8d3ec53cg6caag483eg8e9ag838a02ecb512
LLWEAPONEX_Polearm_Rank1_Description	<icon id='Target_CripplingBlow' icon='Skill_Warrior_CripplingBlow'/>[Key:Target_CripplingBlow_DisplayName] deals 25% splash damage around the target in a 3m radius.	h9b987ae9g9745g4b0cg89f7g1af3e9eedef3
LLWEAPONEX_Quarterstaff_Rank1_Description	<icon id='Rush_BatteringRam;Rush_BullRush' icon='Skill_Warrior_BatteringRam;Skill_Polymorph_BullRush'/>After rushing, gain 25% Dodge and deflect the next attack or projectile.	h4b944ff3g75d2g45eegaf26g7ae7c6c4be04
LLWEAPONEX_Rapier_Rank1_Description	<icon id='Target_SingleHandedAttack' icon='Skill_SuckerPunch'/>Gain follow-up combo skills after punching a target. 25% chance to increase Sucker Punch's Knockdown by 1 turn.	h0e44e82dg9385g417bg9887gad0eba289d6d
LLWEAPONEX_Runeblade_Rank1_Description	<icon id='Shout_LLWEAPONEX_ActivateRuneblade_Air;Shout_LLWEAPONEX_ActivateRuneblade_Earth;Shout_LLWEAPONEX_ActivateRuneblade_Fire;Shout_LLWEAPONEX_ActivateRuneblade_Poison;Shout_LLWEAPONEX_ActivateRuneblade_Water;Shout_LLWEAPONEX_ActivateRuneblade_Chaos' icon='LLWEAPONEX_Skills_Runeblade_Activate_Air;LLWEAPONEX_Skills_Runeblade_Activate_Earth;LLWEAPONEX_Skills_Runeblade_Activate_Fire;LLWEAPONEX_Skills_Runeblade_Activate_Poison;LLWEAPONEX_Skills_Runeblade_Activate_Water;LLWEAPONEX_Skills_Runeblade_Activate_Chaos'/>The next spell you cast with the same element of your activated rune deals 25% more damage.	hc35dbb4fgf387g46a9g9a99g6581b8eeec98
LLWEAPONEX_Scythe_Rank1_Description	<icon id='Shout_Whirlwind' icon='Skill_Warior_WhirlWind'/>[Key:Shout_Whirlwind_DisplayName] consumes bleeding on targets hit to deal a burst of piercing damage. Damage increases for each turn of Bleeding.	h783c7092g4d63g45ffg89fcg5d7b78b510ac
LLWEAPONEX_Shield_Rank1_Description	<icon id='Shout_RecoverArmour' icon='Skill_Shield'/>Damage from the next hit taken is reduced by 50%.	hd150d9fcgbe64g4a79g92b9gd0db942b049e
LLWEAPONEX_Staff_Rank1_Description	<icon id='Shout_Whirlwind' icon='Skill_Warior_WhirlWind'/>Targets hit by [Key:Shout_Whirlwind_DisplayName] have their resistance to your staff's element reduced by 25%.	h9e9877b3gc449g4cc3g88f5g3fba9c70e97d
LLWEAPONEX_Sword_Rank1_Description	<icon id='Target_CripplingBlow' icon='Skill_Warrior_CripplingBlow'/>Targets hit by [Key:Target_CripplingBlow_DisplayName] gain a -20% damage debuff until their turn ends. You deal 10% more damage against them until your turn ends.	h47ab96e6gdce0g4fd6g9b20gedc0b7f491ec
LLWEAPONEX_Throwing_Rank1_Description	<icon id='Projectile_Grenade_PoisonFlask;Projectile_Grenade_Molotov;Projectile_Grenade_OilFlask;Projectile_Grenade_WaterBalloon' icon='Item_GRN_PoisonFlask;Item_GRN_Molotov;Item_GRN_OilFlask;Item_GRN_WaterBalloon'/>Basic grenades have a 25% chance to explode again.	h708d8f00ge7a8g400egbf8bg81362384db30
LLWEAPONEX_Unarmed_Rank1_Description	<icon id='Target_CripplingBlow;Shout_Whirlwind;Rush_BatteringRam' icon='Skill_Warrior_CripplingBlow;Skill_Warior_WhirlWind;Skill_Warrior_BatteringRam'/>Warfare skills can now be used while unarmed.<icon id='Target_LLWEAPONEX_UnarmedBasicAttack' icon='Action_AttackGround'/>Unarmed attacks gain [ExtraData:LLWEAPONEX_UnarmedMasteryBoost1]% extra base damage in total, and scale with your highest base attribute (Strength, Finesse, or Constitution).	h4528456eg74feg4e6agabd6gbbced0a900f6
LLWEAPONEX_Unarmed_Rank2_Description	Unarmed attacks gain [ExtraData:LLWEAPONEX_UnarmedMasteryBoost2]% extra base damage in total.	h645fc064g4d7ag47d6ga524g51a58d2980f0
LLWEAPONEX_Unarmed_Rank3_Description	Unarmed attacks gain [ExtraData:LLWEAPONEX_UnarmedMasteryBoost3]% extra base damage in total.	hf722e5cag8e8eg4c9cga439gbbd32257fa64
LLWEAPONEX_Unarmed_Rank4_Description	Unarmed attacks gain [ExtraData:LLWEAPONEX_UnarmedMasteryBoost4]% extra base damage in total, making it comparable to the damage of a two-handed weapon.	h3c339bd7g4097g407ag89d1g293eb36f7e49
LLWEAPONEX_Wand_Rank1_Description	<icon id='Target_LLWEAPONEX_BasicAttack' icon='Action_AttackGround'/>Basic attacks now lower the target's resistance to your wand's element by -25% for 1 turn.<icon id='Shout_FleshSacrifice' icon='Skill_Decay_FleshSacrifice'/>Allies standing on blood surfaces gain a [Stats:Stats_LLWEAPONEX_BloodEmpowered:DamageBonus]% damage bonus.	h86e68aebgdd6eg436fg98c8gc34e0a5d0516
