Key	Content	Handle
LLWEAPONEX_Bludgeon_Rank1_DisplayName	Novice	h9c918f73gf489g4936g95dagb7157c10d36c
LLWEAPONEX_Bludgeon_Rank2_DisplayName	Journeyman Smasher	hd56dc0d5g60d2g414egbb54g4eb73600004f
LLWEAPONEX_Bludgeon_Rank3_DisplayName	Expert Smasher	ha7dab5ddg4f9fg474cg9207g1cabc58db110
LLWEAPONEX_Bludgeon_Rank4_DisplayName	Master of Smashing	hc949152age85ag4ac3gbdd0gc68e2ad4403a
LLWEAPONEX_Bow	Bow	h54e7afe8geee9g4aeeg97f5g5ab8421d0329
LLWEAPONEX_Bow_Rank0_DisplayName	Beginner	ha3be6dd1g84d7g41e8g852bg689d2de003a8
LLWEAPONEX_Bow_Rank1_DisplayName	Novice	h051a7395g4959g43b7gac39g18a872617097
LLWEAPONEX_Bow_Rank2_DisplayName	Journeyman Archer	h22c84befg9b94g47a4ga4f2gf5bcb1c84a7d
LLWEAPONEX_Bow_Rank3_DisplayName	Expert Archer	hd0bc2243g2842g4282g8dc0g80fd6e300650
LLWEAPONEX_Bow_Rank4_DisplayName	Eagle Eye, Master Archer	hf208e35egd21eg41e9gbadbga737e5e106cf
LLWEAPONEX_Crossbow	Crossbow	hcaabd40cg42fag4646g896dg471c77946ed8
LLWEAPONEX_Crossbow_Rank0_DisplayName	Beginner	h3215fb30gf588g41dfga22dg9dbadd052fb3
LLWEAPONEX_Crossbow_Rank1_DisplayName	Novice	h62ec0ff9g689eg4dccg9ad0g5b8de573002e
LLWEAPONEX_Crossbow_Rank2_DisplayName	Journeyman Crossbowman	h1cbd8471gb85fg4e8fg84c7g554d08d2166e
LLWEAPONEX_Crossbow_Rank3_DisplayName	Expert Crossbowman	hbf5ce1ecge54fg4967g9622gf1105f232154
LLWEAPONEX_Crossbow_Rank4_DisplayName	Master Marksman of Crossbows	h19f2ac8dgf99dg4495g9401g8725f8d4cf6f
LLWEAPONEX_Dagger	Dagger	h697f3261gc083g4152g84cdgbe559a5e0388
LLWEAPONEX_Dagger_Rank0_DisplayName	Beginner	hd89e1abdg82e3g4a40ga636g8e52b22e7009
LLWEAPONEX_Dagger_Rank1_DisplayName	Novice	hb38efba3gc9d5g4b93gb11bg595b1d08b47e
LLWEAPONEX_Dagger_Rank2_DisplayName	Journeyman Thief	h825a0ab6g2d8ag49d6ga502g430378863966
LLWEAPONEX_Dagger_Rank3_DisplayName	Expert Rogue	h76954f43gf09ag4dc1gb817g2c0a1abe557e
LLWEAPONEX_Dagger_Rank4_DisplayName	Master Shadowdancer	h1fcd775agd75eg4dc0gbe8bgfb2956f7bfd8
LLWEAPONEX_DualShields	Dual Shields	h00157a58g9ae0g4119gba1ag3f1e9f11db14
LLWEAPONEX_DualShields_Rank0_DisplayName	Beginner	h40699bb6gcd49g4a7fg84a0g31a468f0c7c0
LLWEAPONEX_DualShields_Rank1_DisplayName	Novice	h497e6434gbaaeg4ef9g8441g90e33058ca6c
LLWEAPONEX_DualShields_Rank2_DisplayName	Journeyman Dual Shieldsman	h2ea77ec5g010dg4f42g9ec5g4867c3f92fd2
LLWEAPONEX_DualShields_Rank3_DisplayName	Expert Dual Shieldsman	hbf879135gcdb1g4a16gbcd7gc3a8b2c8592a
LLWEAPONEX_DualShields_Rank4_DisplayName	Dual Shieldmaster	h8406fbf2g4595g403ag8d5cgb007104ebd1c
LLWEAPONEX_Firearm	Firearm	h8d02e345ged4ag4d60g9be9g68a46dda623b
LLWEAPONEX_Firearm_Rank0_DisplayName	Beginner	hd4558384gf656g4e7bg96bfg4d2639fd45e6
LLWEAPONEX_Firearm_Rank1_DisplayName	Novice	hc38fd333g9037g4b10ga3b6g09a18304fa17
LLWEAPONEX_Firearm_Rank2_DisplayName	Journeyman Firearm Enthusiast	h79cc0244gf33fg4232g9cdfgdaf6ee3d4edd
LLWEAPONEX_Firearm_Rank3_DisplayName	Expert Firearm Lunatic	h7a5aaeb6g4f02g472ag8cdbgb12a14ab5bd3
LLWEAPONEX_Firearm_Rank4_DisplayName	Master of Firearms	he301a2cag4ac9g4a73gba19g0449b7366d23
LLWEAPONEX_Greatbow	Greatbow	h52a81f92g3549g4cb4g9b18g066ba15399c0
LLWEAPONEX_Greatbow_Rank0_DisplayName	Beginner	hc5a3ad75ga63fg4fdcgb6bdg7d796b0c9f57
LLWEAPONEX_Greatbow_Rank1_DisplayName	Novice	hf2a5c017g2c47g42f8g9181ga6a2ba29012e
LLWEAPONEX_Greatbow_Rank2_DisplayName	Journeyman Slayer	h71a161d1g223ag4febg9a4ag0d21239f9cc9
LLWEAPONEX_Greatbow_Rank3_DisplayName	Expert Slayer	h2d9d60e3gf171g47ffgbf7fg126af4dd7ef6
LLWEAPONEX_Greatbow_Rank4_DisplayName	Master Dragonslayer	h016eba10ga3d5g4741ga89egdf0a8e13386e
LLWEAPONEX_HandCrossbow	Hand Crossbow	hd8d02aa1g5c35g48b5gbde6ga76293ef2798
LLWEAPONEX_HandCrossbow_Rank0_DisplayName	Beginner	h20915294g90deg456ag821cgadedb811af47
LLWEAPONEX_HandCrossbow_Rank1_DisplayName	Novice	hc997c244gb0b1g4968gafe7ge225cc311a0f
LLWEAPONEX_HandCrossbow_Rank2_DisplayName	Journeyman Spy	hed2480c5g8fa9g45c5g8f14gcf828d5b6c19
LLWEAPONEX_HandCrossbow_Rank3_DisplayName	Expert Spy	hd2f9f6c9ge49cg43acgba10g108189b7dd1c
LLWEAPONEX_HandCrossbow_Rank4_DisplayName	Spymaster, Elite Assassin	hb4825bd8g4a52g4d14gb1cdgd452ec7883d6
LLWEAPONEX_Katana	Katana	he467f39fg8b65g4136g828fg949f9f3aef15
LLWEAPONEX_Katana_Rank0_DisplayName	Beginner	h22fb7041g1bfag49f8g9f8egfec10c7b11fa
LLWEAPONEX_Katana_Rank1_DisplayName	Novice	hd21a6fa4g7a9eg4cc0gb127g1ae07e801c4a
LLWEAPONEX_Katana_Rank2_DisplayName	Journeyman Bladesman	h8360bff4g4ddcg4548g97a5g9ed84484f556
LLWEAPONEX_Katana_Rank3_DisplayName	Expert Blademaster	hca7bbf39gdd37g4310g96efge759ea6d84bd
LLWEAPONEX_Katana_Rank4_DisplayName	Blademaster	h5b16d546gf2c8g4350g894bg5b409289ae46
LLWEAPONEX_Pistol	Pistol	h9ead3ee9g63e6g4fdbg987dg87f8c9f5220c
LLWEAPONEX_Pistol_Rank0_DisplayName	Beginner	h9a9b1b17g6d66g4822g8b55g9d610c5f3da8
LLWEAPONEX_Pistol_Rank1_DisplayName	Novice	hdfda7aecg0cc7g49bfga90eg4bf411c1d442
LLWEAPONEX_Pistol_Rank2_DisplayName	Journeyman Gunslinger	h060c9019g5c2eg4003gb9cdg9add29793c37
LLWEAPONEX_Pistol_Rank3_DisplayName	Expert Gunslinger	hf4da1996g5ad3g460eg96c5g3f6cc8776e37
LLWEAPONEX_Pistol_Rank4_DisplayName	Master Gunslinger	hf119f146gf85dg404fg8f72g4e1ac0592577
LLWEAPONEX_Polearm	Polearm	hd61320b6ge4e6g4f51g8841g132159d6b282
LLWEAPONEX_Polearm_Rank0_DisplayName	Beginner	hd39d4278g865ag4b7dg9ad2ga330e22c7274
LLWEAPONEX_Polearm_Rank1_DisplayName	Novice	hf574497dg82cdg4f99ga9ccgfddab9e5d443
LLWEAPONEX_Polearm_Rank2_DisplayName	Journeyman Polearmsman	h4cfeeee7gd876g4469ga375gbe5690d94373
LLWEAPONEX_Polearm_Rank3_DisplayName	Expert Polearmsman	hedaa0142g30dbg4ce1g9befgc9566dd8829e
LLWEAPONEX_Polearm_Rank4_DisplayName	Polearm Master	hef2e0280g7c09g4fbeg8a29g9735f97725b2
LLWEAPONEX_Quarterstaff	Quarterstaff	h8d11d8efg0bb8g4130g9393geb30841eaea5
LLWEAPONEX_Quarterstaff_Rank0_DisplayName	Beginner	h7d4ee99ag9134g4613ga490g09629a8d1427
LLWEAPONEX_Quarterstaff_Rank1_DisplayName	Novice	hf55f2e19g5f84g4f5agaf54g7a1f6d3d3b26
LLWEAPONEX_Quarterstaff_Rank2_DisplayName	Journeyman Staff Monk	h9826a174g86bag4ed5g8467g7e6ca4a500c2
LLWEAPONEX_Quarterstaff_Rank3_DisplayName	Expert Staff Monk	h4a156a46g0af4g4886ga736gdbd690a309bd
LLWEAPONEX_Quarterstaff_Rank4_DisplayName	Master Monk of Staves	h0042fce4g99a9g487egb7d2g3d594b9b4d17
LLWEAPONEX_Rapier	Rapier	h84b2d805gff5ag44a5g9f81g416aaf5abf18
LLWEAPONEX_Rapier_Rank0_DisplayName	Beginner	h910a4841g7540g4d45g8dc5g7e90f17fe706
LLWEAPONEX_Rapier_Rank1_DisplayName	Novice	h2e79cf8egf0deg4887gaaf5g0d401ee1fd03
LLWEAPONEX_Rapier_Rank2_DisplayName	Journeyman Fencer	hbc7b37e1gf789g4e81g9d3eg892dcd9b6a16
LLWEAPONEX_Rapier_Rank3_DisplayName	Expert Fencer	h898afc1cgb1dbg4c75gad22g064b0553b3af
LLWEAPONEX_Rapier_Rank4_DisplayName	Master Fencer	hb0a53301g24edg44d6g85c7gc1cc1c9553ab
LLWEAPONEX_Runeblade	Runeblade	hb66213fdg1a98g4127ga55fg429f9cde9c6a
LLWEAPONEX_Runeblade_Rank0_DisplayName	Beginner	hcce32013g6251g4243g9010g549ebc7943a8
LLWEAPONEX_Runeblade_Rank1_DisplayName	Novice	h50f6e0abgda94g409egb803g6023020bea8e
LLWEAPONEX_Runeblade_Rank2_DisplayName	Journeyman Runekeeper	h27cd6a49gbf37g46e7gb450g00f023c099a1
LLWEAPONEX_Runeblade_Rank3_DisplayName	Expert Runekeeper	hc80e9017g9899g4524g83d2ga48f319a1eff
LLWEAPONEX_Runeblade_Rank4_DisplayName	Runemaster	hc75c7588gb43fg478egbf7eg85dbef7b8479
LLWEAPONEX_Scythe	Scythe	h1e98bd0bg867dg4a57gb2d4g6d820b4e7dfa
LLWEAPONEX_Scythe_Rank0_DisplayName	Beginner	h68c5bf7ag177ag4336g9d6ag0493f4769bfb
LLWEAPONEX_Scythe_Rank1_DisplayName	Novice	h3e9cc211g2ee5g4148gb6d5g3de5ff3aa17b
LLWEAPONEX_Scythe_Rank2_DisplayName	Journeyman Reaper	h58bdc191g686fg4de9g8728g9f9aef72eaac
LLWEAPONEX_Scythe_Rank3_DisplayName	Expert Reaper	ha829342ag6a17g44faga080gadab190b6d91
LLWEAPONEX_Scythe_Rank4_DisplayName	Reaper of Souls	haa42e32agcf35g40aegb294ga96874080850
LLWEAPONEX_Shield	Shield	h9ffd7826g03eeg4597gad11g03c6b56e547c
LLWEAPONEX_Shield_Rank0_DisplayName	Beginner	h1a9b3453gfd69g4790g8d60gcf5707b57881
LLWEAPONEX_Shield_Rank1_DisplayName	Novice	hf010c20dg262cg4c78g9facgbc982c680aee
LLWEAPONEX_Shield_Rank2_DisplayName	Journeyman Shieldsman	h1c5ecd4ag935cg4971gab38g92c3a6ef8b0c
LLWEAPONEX_Shield_Rank3_DisplayName	Expert Shieldsman	hdc98ec8dg571eg4a24g8963g8d99760058fb
LLWEAPONEX_Shield_Rank4_DisplayName	Shieldmaster	h22cdc225g4472g455cg8f16g8798b840a473
LLWEAPONEX_Staff	Staff	h1f41efdegb2b0g4f80gab7cg28b15d2c0039
LLWEAPONEX_Staff_Rank0_DisplayName	Beginner	h1f4d3b34g12edg4aeagb41fgd8726c69e151
LLWEAPONEX_Staff_Rank1_DisplayName	Novice	h0759631agf5f6g42c7ga551g96cc79c664ba
LLWEAPONEX_Staff_Rank2_DisplayName	Journeyman Staff Acolyte	hbfd7a8fdg607fg4176ga182g2be56bbc7209
LLWEAPONEX_Staff_Rank3_DisplayName	Expert Staffmeister	hf0d2102ag607cg4963g8428g16176cd50f2b
LLWEAPONEX_Staff_Rank4_DisplayName	Sage of Staves	h0ada3a43g2943g4b09g900agd1a2b2587c3d
LLWEAPONEX_Sword	Sword	hd7347120gcb02g4fdcgaddcg282a83a42d58
LLWEAPONEX_Sword_Rank0_DisplayName	Beginner	hc113eee2g4da2g45b5g8cddgc100d1e5c8a8
LLWEAPONEX_Sword_Rank1_DisplayName	Novice	h76350dd6g3e8dg4b63g92c2ga375f18c1359
LLWEAPONEX_Sword_Rank2_DisplayName	Journeyman Swordsman	hcded86f6g62d9g4e32ga13dg9cdd12583f56
LLWEAPONEX_Sword_Rank3_DisplayName	Expert Swordsman	h1fef279cgb576g409dgbea5g9e686a11d92e
LLWEAPONEX_Sword_Rank4_DisplayName	Swordmaster	h4cba2525ge1f2g4ee8g8f22ga2cc0d7206ca
LLWEAPONEX_ThrowingAbility	Throwing	hc4bf9383ga9b2g48fcgb253gcc7546987b56
LLWEAPONEX_ThrowingAbility_Rank0_DisplayName	Beginner	h5a907dc9g1463g4190gae30gd81c1279d708
LLWEAPONEX_ThrowingAbility_Rank1_DisplayName	Novice	h17265d91g7278g47d2g8109g5966d8291fec
LLWEAPONEX_ThrowingAbility_Rank2_DisplayName	Journeyman Thrower	h397ceaa8g0e58g4377g8079ge9243c2effc5
LLWEAPONEX_ThrowingAbility_Rank3_DisplayName	Expert Thrower	h878ac150g627eg4f82ga7cegbe7f49f2f606
LLWEAPONEX_ThrowingAbility_Rank4_DisplayName	Master Thrower	h22508ad1g8213g4d5fgab4bg8217b3ca09ae
LLWEAPONEX_Unarmed	Unarmed	h1e98bcebg2e42g4699gba2bg6f647d428699
LLWEAPONEX_Unarmed_Rank0_DisplayName	Beginner	hd4ffb17bg123dg4776ga98bgcc138cee93af
LLWEAPONEX_Unarmed_Rank1_DisplayName	Novice	h712c10d3g29d4g4ebfg9c86g84be5ab70519
LLWEAPONEX_Unarmed_Rank2_DisplayName	Scrapper	h9f4b90d8g40cdg4581g8e41ge26e12f14f77
LLWEAPONEX_Unarmed_Rank3_DisplayName	Elite Brawler	hfa266fa2ge264g40a5g8ccfg2a42bb76e15e
LLWEAPONEX_Unarmed_Rank4_DisplayName	Master Pugilist	h80ad64beg129dg4b44g86f2g00c666b6cd46
LLWEAPONEX_Wand	Wand	h8bf31994gb4a2g4423g949dg8102095a66ea
LLWEAPONEX_Wand_Rank0_DisplayName	Beginner	h6c42488dgcde8g4a2cg86bag9d5a1e952816
LLWEAPONEX_Wand_Rank1_DisplayName	Novice	h9d29b47bg1aceg4b21gb44cgdea621ff49cf
LLWEAPONEX_Wand_Rank2_DisplayName	Journeyman of Wands	h6add6a16ge3fdg4cdcg9420gd6320b918928
LLWEAPONEX_Wand_Rank3_DisplayName	Expert of Wands	hf3ed32cbg53e8g412fg9156g418c80266425
LLWEAPONEX_Wand_Rank4_DisplayName	Master Wandweaver	h0d7f2482ge6afg4ee1gb633g7b0e0769b52d
